Player Name,Year,Salary
Kareem Rush,2006,3000000.0
Mehmet Okur,2006,8250000.0
Qyntel Woods,2006,599834.0
Tayshaun Prince,2006,1763115.0
Dan Dickau,2006,2250000.0
John Salmons,2006,1669001.0
Raul Lopez,2006,1744313.0
Mike James,2006,3410000.0
Lonny Baxter,2006,745248.0
Carlos Boozer,2006,11593816.0
Smush Parker,2006,745248.0
Jannero Pargo,2006,895248.0
Rasual Butler,2006,1300000.0
Dan Gadzuric,2006,4750000.0
Jamal Sampson,2006,719373.0
Ronald Murray,2006,895248.0
Reggie Evans,2006,1100000.0
Pat Burke,2006,750000.0
Anthony Goldwire,2006,74652.0
Mike Wilks,2006,745248.0
Devin Brown,2006,2500000.0
LeBron James,2006,4621800.0
Darko Milicic,2006,4135200.0
Carmelo Anthony,2006,3713640.0
Chris Bosh,2006,3348000.0
Dwyane Wade,2006,3031920.0
Chris Kaman,2006,2753760.0
Kirk Hinrich,2006,2513880.0
TJ Ford,2006,2303040.0
Mike Sweetney,2006,2116920.0
Jarvis Hayes,2006,2011080.0
Nick Collison,2006,1815000.0
Mickael Pietrus,2006,1910520.0
Marcus Banks,2006,1724280.0
Luke Ridnour,2006,1638000.0
Reece Gaines,2006,1556160.0
Troy Bell,2006,1478280.0
Zarko Cabarkapa,2006,1404360.0
David West,2006,1334160.0
Aleksandar Pavlovic,2006,1274160.0
Dahntay Jones,2006,1223160.0
Boris Diaw,2006,1174200.0
Zoran Planinic,2006,1127280.0
Travis Outlaw,2006,1082160.0
Brian Cook,2006,1038960.0
Ndudi Ebi,2006,964320.0
Maciej Lampe,2006,900000.0
Kendrick Perkins,2006,936480.0
Leandro Barbosa,2006,930600.0
Josh Howard,2006,923880.0
Linton Johnson,2006,719373.0
Jason Kapono,2006,1100000.0
Marquis Daniels,2006,5393300.0
Francisco Elson,2006,719373.0
James Jones,2006,2400000.0
Luke Walton,2006,1250000.0
Udonis Haslem,2006,5000000.0
Keith McLeod,2006,1250000.0
Richie Frahm,2006,719373.0
Keith Bogans,2006,869373.0
Zaza Pachulia,2006,4000000.0
Kyle Korver,2006,3630363.0
Darius Songaila,2006,2200000.0
Ben Handlogten,2006,35091.0
Maurice Williams,2006,1760000.0
Steve Blake,2006,1000000.0
Matt Carroll,2006,1100000.0
Kaniel Dickens,2006,31305.0
Dwight Howard,2006,4493160.0
Emeka Okafor,2006,4020120.0
Ben Gordon,2006,3610200.0
Shaun Livingston,2006,3254880.0
Devin Harris,2006,2947440.0
Andres Nocioni,2006,2775000.0
Josh Childress,2006,2677200.0
Luol Deng,2006,2443920.0
Rafael Araujo,2006,2238960.0
Andre Iguodala,2006,2058000.0
Luke Jackson,2006,1955160.0
Andris Biedrins,2006,1857360.0
Robert Swift,2006,1764480.0
Ibo Kutluay,2006,1760000.0
Sebastian Telfair,2006,1676280.0
Kris Humphries,2006,1592400.0
Al Jefferson,2006,1512840.0
Kirk Snyder,2006,1437240.0
Josh Smith,2006,1365360.0
JR Smith,2006,1297080.0
Dorell Wright,2006,1238640.0
Jameer Nelson,2006,1189200.0
Pavel Podkolzin,2006,1141560.0
Viktor Khryapa,2006,1095960.0
Delonte West,2006,1010040.0
Nenad Krstic,2006,1010040.0
Tony Allen,2006,969696.0
Carlos Delfino,2006,969696.0
Kevin Martin,2006,937440.0
Sasha Vujacic,2006,910440.0
Beno Udrih,2006,904800.0
David Harrison,2006,898200.0
Didier Ilunga-Mbenga,2006,880000.0
Anderson Varejao,2006,866800.0
Eddie Gill,2006,819551.0
Matt Barnes,2006,683862.0
Ronald Dupree,2006,719373.0
Quinton Ross,2006,700000.0
Josh Davis,2006,193003.0
Peter John Ramos,2006,660000.0
Lionel Chalmers,2006,682050.0
Donta Smith,2006,641748.0
Royal Ivey,2006,641748.0
Justin Reed,2006,641748.0
Bernard Robinson,2006,641748.0
Chris Duhon,2006,2800000.0
Jared Reiner,2006,242612.0
John Edwards,2006,1000000.0
Andre Emmett,2006,641748.0
Antonio Burks,2006,641748.0
Trevor Ariza,2006,682051.0
Damien Wilkins,2006,2500000.0
Mario Kasun,2006,682050.0
Jackson Vroman,2006,682051.0
Romain Sato,2006,682051.0
Matt Bonner,2006,2000000.0
Pape Sow,2006,641748.0
Awvee Storey,2006,641748.0
Andrew Bogut,2006,4340520.0
Sarunas Jasikevicius,2006,4000000.0
Marvin Williams,2006,3883560.0
Deron Williams,2006,3487400.0
Chris Paul,2006,3144240.0
Raymond Felton,2006,2847360.0
Martell Webster,2006,2586120.0
Arvydas Macijauskas,2006,2500000.0
Charlie Villanueva,2006,2360880.0
Fabricio Oberto,2006,2325000.0
Jose Calderon,2006,2190000.0
Channing Frye,2006,2162880.0
Ike Diogu,2006,1988160.0
Andrew Bynum,2006,1888680.0
Yaroslav Korolev,2006,1704480.0
Sean May,2006,1619280.0
Rashad McCants,2006,1538400.0
Antoine Wright,2006,1461360.0
Joey Graham,2006,1388400.0
Danny Granger,2006,1318920.0
Gerald Green,2006,1253040.0
Hakim Warrick,2006,1196520.0
Julius Hodge,2006,1148760.0
Nate Robinson,2006,1102680.0
Jarrett Jack,2006,1058640.0
Sergey Monya,2006,1016400.0
Francisco Garcia,2006,1016400.0
Luther Head,2006,975600.0
Johan Petro,2006,936600.0
Jason Maxiell,2006,905640.0
Linas Kleiza,2006,879360.0
Wayne Simien,2006,867720.0
David Lee,2006,861360.0
Salim Stoudamire,2006,675000.0
Ha Seung-Jin,2006,641748.0
James Singleton,2006,625000.0
Daniel Ewing,2006,450000.0
Louis Williams,2006,450000.0
Monta Ellis,2006,448762.0
Ryan Gomes,2006,428762.0
Chris Taft,2006,423762.0
Esteban Batista,2006,398762.0
Orien Greene,2006,398762.0
Alan Anderson,2006,398762.0
Kevin Burleson,2006,398762.0
Eddie Basden,2006,398762.0
Martynas Andriuskevicius,2006,398762.0
Josh Powell,2006,398762.0
Rawle Marshall,2006,398762.0
Alex Acker,2006,398762.0
Amir Johnson,2006,398762.0
Boniface N'Dong,2006,398762.0
Von Wafer,2006,398762.0
Devin Green,2006,398762.0
Anthony Roberson,2006,398762.0
Lawrence Roberts,2006,398762.0
Earl Barron,2006,398762.0
Ersan Ilyasova,2006,398762.0
Bracey Wright,2006,398762.0
Dwayne Jones,2006,398762.0
Brandon Bass,2006,398762.0
Jackie Butler,2006,398762.0
Travis Diener,2006,398762.0
Shavlik Randolph,2006,398762.0
Dijon Thompson,2006,398762.0
Ronnie Price,2006,398762.0
CJ Miles,2006,398762.0
Robert Whaley,2006,398762.0
Andre Owens,2006,398762.0
Andray Blatche,2006,398762.0
Donell Taylor,2006,398762.0
Gerald Fitch,2006,359858.0
John Thomas,2006,282118.0
Aaron Miles,2006,155614.0
Sean Banks,2006,150751.0
James Thomas,2006,148698.0
Sharrod Ford,2006,116711.0
Deng Gai,2006,92396.0
Randy Holcomb,2006,52033.0
Stephen Graham,2006,48630.0
Matt Walsh,2006,38904.0
John Lucas,2006,34041.0
Alex Scales,2006,24315.0
Melvin Sanders,2006,24315.0
Shaquille O'Neal,2007,20000000.0
Kevin Garnett,2007,21000000.0
Alonzo Mourning,2007,6725433.0
Juwan Howard,2007,6392100.0
Gary Payton,2007,1178348.0
Rasheed Wallace,2007,11650000.0
Damon Stoudamire,2007,4050000.0
Antonio McDyess,2007,5883600.0
Ray Allen,2007,14611570.0
Antoine Walker,2007,7606820.0
Stephon Marbury,2007,17184375.0
Theo Ratliff,2007,11666666.0
Jason Kidd,2007,18084000.0
Clifford Robinson,2007,1600000.0
Steve Nash,2007,10500000.0
Alan Henderson,2007,1178348.0
Donyell Marshall,2007,5633037.0
Marcus Camby,2007,8800000.0
Jermaine O'Neal,2007,18084000.0
Erick Dampier,2007,9628000.0
Robert Horry,2007,3315000.0
Jerry Stackhouse,2007,9296874.0
Dale Davis,2007,3500000.0
Lorenzen Wright,2007,3250000.0
Darrell Armstrong,2007,1178348.0
Brent Barry,2007,5117880.0
Vitaly Potapenko,2007,3674584.0
Bob Sura,2007,3840000.0
Sam Cassell,2007,6850000.0
Michael Olowokandi,2007,1103225.0
Elton Brand,2007,14248000.0
Eric Williams,2007,4296000.0
Mike Bibby,2007,12500000.0
Steve Francis,2007,15070000.0
Derek Fisher,2007,5883600.0
Eric Snow,2007,6093750.0
Raef LaFrentz,2007,11532037.0
Baron Davis,2007,15070000.0
David Wesley,2007,1750000.0
Antawn Jamison,2007,15101625.0
Lamar Odom,2007,12348596.0
Lindsey Hunter,2007,2250000.0
Malik Rose,2007,7525397.0
Vince Carter,2007,15101625.0
Othella Harrington,2007,2200000.0
Wally Szczerbiak,2007,11775000.0
Jason Williams,2007,8250000.0
Richard Hamilton,2007,9187500.0
Larry Hughes,2007,13363012.0
Andre Miller,2007,8733333.0
Dirk Nowitzki,2007,15101625.0
Shawn Marion,2007,15070000.0
Paul Pierce,2007,15101625.0
Jason Terry,2007,8100000.0
Bonzi Wells,2007,2115000.0
Corey Maggette,2007,7000000.0
Matt Harpring,2007,6500000.0
Metta World Peace,2007,7526316.0
James Posey,2007,6392100.0
Pat Garrity,2007,3525000.0
Ricky Davis,2007,6364400.0
Jeff Foster,2007,5500000.0
Brian Skinner,2007,5400000.0
Kenny Thomas,2007,7187500.0
Devean George,2007,1974259.0
Al Harrington,2007,7625000.0
Jumaine Jones,2007,998967.0
Scott Padgett,2007,1495317.0
Rafer Alston,2007,4200000.0
Dikembe Mutombo,2007,2210000.0
Chris Webber,2007,18261024.0
Zydrunas Ilgauskas,2007,9442697.0
Kobe Bryant,2007,17718750.0
Shareef Abdur-Rahim,2007,5400000.0
Vin Baker,2007,5329555.0
Allen Iverson,2007,17184375.0
Jalen Rose,2007,16141500.0
Grant Hill,2007,16901500.0
Tracy McGrady,2007,16901500.0
Tim Duncan,2007,17429672.0
Eddie Jones,2007,15395472.0
Brian Grant,2007,16786950.0
Tim Thomas,2007,5215000.0
Michael Finley,2007,19030999.0
Shawn Bradley,2007,4800000.0
PJ Brown,2007,8560000.0
Kelvin Cato,2007,1071225.0
Austin Croshere,2007,7300000.0
Tariq Abdul-Wahad,2007,1968750.0
Bo Outlaw,2007,1178348.0
Brevin Knight,2007,4400000.0
Howard Eisley,2007,162660.0
Brad Miller,2007,9625000.0
Ben Wallace,2007,16000000.0
Danny Fortson,2007,6596990.0
Corliss Williamson,2007,6500000.0
Cuttino Mobley,2007,8125000.0
Rashard Lewis,2007,9350649.0
Scot Pollard,2007,2200000.0
Kurt Thomas,2007,7821482.0
Adonal Foyle,2007,8125000.0
Kenyon Martin,2007,12068182.0
Tony Battie,2007,5746000.0
Stromile Swift,2007,5400000.0
Doug Christie,2007,158071.0
Chucky Atkins,2007,3000000.0
Jerome Williams,2007,7014400.0
Mikki Moore,2007,1071225.0
Darius Miles,2007,7750000.0
Antonio Daniels,2007,5400000.0
Mike Miller,2007,7623813.0
Aaron Williams,2007,1750000.0
Joe Smith,2007,6807000.0
Maurice Taylor,2007,8565918.0
Chauncey Billups,2007,6364400.0
Bobby Jackson,2007,5259000.0
Derek Anderson,2007,11043897.0
Shandon Anderson,2007,7244726.0
Eric Piatkowski,2007,1178348.0
DerMarr Johnson,2007,865063.0
Alvin Williams,2007,4587508.0
Chris Mihm,2007,4214241.0
Aaron McKie,2007,8070874.0
Jamal Crawford,2007,7200000.0
Joel Przybilla,2007,5215000.0
Keyon Dooling,2007,3348000.0
Jacque Vaughn,2007,1071225.0
Predrag Stojakovic,2007,10800000.0
Michael Doleac,2007,2880000.0
Etan Thomas,2007,5883600.0
Anthony Johnson,2007,2640000.0
Hidayet Turkoglu,2007,5883600.0
Radoslav Nesterovic,2007,7280000.0
Greg Buckner,2007,5182074.0
Desmond Mason,2007,8037037.0
Quentin Richardson,2007,7525500.0
Dee Brown,2007,412718.0
Ruben Patterson,2007,6807000.0
Jamaal Magloire,2007,8433334.0
Speedy Claxton,2007,6854546.0
Morris Peterson,2007,4550000.0
Tyronn Lue,2007,3500000.0
DeShawn Stevenson,2007,932015.0
Iakovos Tsakalidis,2007,2900000.0
Nazr Mohammed,2007,5215000.0
Bruce Bowen,2007,3750000.0
Damon Jones,2007,3884678.0
Mark Madsen,2007,2210000.0
Darrick Martin,2007,1178348.0
Shammond Williams,2007,1750000.0
Kevin Ollie,2007,3196050.0
Jeff McInnis,2007,3600000.0
Troy Hudson,2007,5603000.0
Ryan Bowen,2007,998967.0
Adrian Griffin,2007,1475000.0
Earl Boykins,2007,2950000.0
Michael Ruffin,2007,1803600.0
Maceo Baston,2007,744551.0
Calvin Booth,2007,7628858.0
Mark Blount,2007,7288165.0
Stephen Jackson,2007,6120000.0
Jake Voskuhl,2007,2000000.0
Eduardo Najera,2007,4571428.0
Brian Cardinal,2007,5400000.0
Marc Jackson,2007,4875000.0
Stanislav Medvedenko,2007,625132.0
Eddie House,2007,1400000.0
Jason Hart,2007,1922640.0
Michael Redd,2007,13260000.0
Ira Newble,2007,3196050.0
Kwame Brown,2007,8287500.0
Zeljko Rebraca,2007,3240000.0
Tyson Chandler,2007,9150000.0
Pau Gasol,2007,12364000.0
Eddy Curry,2007,8171103.0
Jason Richardson,2007,9999999.0
Shane Battier,2007,5393300.0
Eddie Griffin,2007,2700000.0
DeSagana Diop,2007,1998000.0
Joe Johnson,2007,12744189.0
Vladimir Radmanovic,2007,5215000.0
Richard Jefferson,2007,11200000.0
Troy Murphy,2007,8285714.0
Steven Hunter,2007,3024000.0
Jason Collins,2007,5800000.0
Zach Randolph,2007,12000000.0
Brendan Haywood,2007,4500000.0
Andrei Kirilenko,2007,12364000.0
Gerald Wallace,2007,5525000.0
Samuel Dalembert,2007,9464307.0
Jamaal Tinsley,2007,5850000.0
Primoz Brezec,2007,2750000.0
Tony Parker,2007,9450000.0
Sean Marks,2007,932015.0
Raja Bell,2007,4500000.0
Jerome James,2007,5400000.0
Brian Scalabrine,2007,2793103.0
Trenton Hassell,2007,4350000.0
Gilbert Arenas,2007,11096800.0
Malik Allen,2007,1803600.0
Loren Woods,2007,300000.0
Maurice Evans,2007,1620000.0
Earl Watson,2007,5400000.0
Carlos Arroyo,2007,4100000.0
Jarron Collins,2007,2625698.0
Bobby Simmons,2007,8640000.0
Charlie Bell,2007,744551.0
Yao Ming,2007,12455000.0
Mike Dunleavy,2007,7438016.0
Drew Gooden,2007,6645402.0
Dajuan Wagner,2007,771331.0
Nen<U+00A8><U+00BA>,2007,8000000.0
Chris Wilcox,2007,6250000.0
Amare Stoudemire,2007,12455000.0
Marko Jaric,2007,5525000.0
Caron Butler,2007,7438000.0
Jared Jeffries,2007,5215000.0
Melvin Ely,2007,3303813.0
Gordan Giricek,2007,4000000.0
Fred Jones,2007,3100000.0
Manu Ginobili,2007,8254375.0
Bostjan Nachbar,2007,2500000.0
Juan Dixon,2007,2550000.0
Mehmet Okur,2007,8250000.0
Casey Jacobsen,2007,31250.0
Tayshaun Prince,2007,7851240.0
Dan Dickau,2007,2753218.0
John Salmons,2007,4400000.0
Juaquin Hawkins,2007,215928.0
Mike James,2007,5215000.0
Roger Mason,2007,744551.0
Carlos Boozer,2007,11260483.0
Smush Parker,2007,798112.0
Junior Harrington,2007,390556.0
Jannero Pargo,2007,1000000.0
Rasual Butler,2007,3000000.0
Dan Gadzuric,2007,5252065.0
Jamal Sampson,2007,771331.0
Ronald Murray,2007,1750000.0
Reggie Evans,2007,4000000.0
Pat Burke,2007,810000.0
Mike Wilks,2007,798112.0
Devin Brown,2007,1064518.0
LeBron James,2007,5828090.0
Darko Milicic,2007,5218622.0
Carmelo Anthony,2007,4694041.0
Chris Bosh,2007,4235220.0
Dwyane Wade,2007,3841443.0
Chris Kaman,2007,3491768.0
Kirk Hinrich,2007,3192628.0
TJ Ford,2007,2929467.0
Mike Sweetney,2007,2696956.0
Jarvis Hayes,2007,2564127.0
Nick Collison,2007,2501070.0
Mickael Pietrus,2007,2535260.0
Marcus Banks,2007,3672414.0
Luke Ridnour,2007,2425878.0
Zarko Cabarkapa,2007,2157097.0
David West,2007,2051938.0
Aleksandar Pavlovic,2007,1962206.0
Dahntay Jones,2007,1886113.0
Boris Diaw,2007,1870501.0
Zoran Planinic,2007,150000.0
Travis Outlaw,2007,1836426.0
Brian Cook,2007,1817141.0
Ndudi Ebi,2007,90000.0
Kendrick Perkins,2007,1689409.0
Leandro Barbosa,2007,1679733.0
Josh Howard,2007,1667603.0
Linton Johnson,2007,771331.0
Jason Kapono,2007,1188000.0
Marquis Daniels,2007,5883600.0
Francisco Elson,2007,3000000.0
James Jones,2007,2650000.0
Luke Walton,2007,1375000.0
Udonis Haslem,2007,5525000.0
Keith McLeod,2007,1350000.0
Keith Bogans,2007,2510000.0
Zaza Pachulia,2007,4000000.0
Kyle Korver,2007,4018182.0
Willie Green,2007,2800000.0
Darius Songaila,2007,3650000.0
Maurice Williams,2007,1920000.0
Steve Blake,2007,1330000.0
Matt Carroll,2007,1188000.0
Dwight Howard,2007,4806720.0
Emeka Okafor,2007,4300560.0
Ben Gordon,2007,3862080.0
Shaun Livingston,2007,3481920.0
Devin Harris,2007,3153120.0
Andres Nocioni,2007,3950000.0
Josh Childress,2007,2863920.0
Luol Deng,2007,2614440.0
Rafael Araujo,2007,2395200.0
Andre Iguodala,2007,2201640.0
Luke Jackson,2007,2131981.0
Andris Biedrins,2007,1986960.0
Robert Swift,2007,1887600.0
Sebastian Telfair,2007,1793160.0
Kris Humphries,2007,1703520.0
Al Jefferson,2007,1618320.0
Kirk Snyder,2007,1537440.0
Josh Smith,2007,1460640.0
JR Smith,2007,1387560.0
Dorell Wright,2007,1325160.0
Jameer Nelson,2007,1272120.0
Pavel Podkolzin,2007,600000.0
Viktor Khryapa,2007,1172400.0
Delonte West,2007,1080480.0
Nenad Krstic,2007,1080480.0
Tony Allen,2007,1037280.0
Carlos Delfino,2007,1037280.0
Kevin Martin,2007,1002840.0
Sasha Vujacic,2007,973920.0
Beno Udrih,2007,967920.0
David Harrison,2007,960840.0
Didier Ilunga-Mbenga,2007,1628959.0
Anderson Varejao,2007,945600.0
Matt Barnes,2007,771331.0
Ronald Dupree,2007,771331.0
Quinton Ross,2007,771331.0
Peter John Ramos,2007,384776.0
Royal Ivey,2007,744551.0
Justin Reed,2007,1300000.0
Bernard Robinson,2007,1000000.0
Chris Duhon,2007,3024000.0
Jared Reiner,2007,396905.0
Andre Barrett,2007,744551.0
John Edwards,2007,1080000.0
Trevor Ariza,2007,3100000.0
Damien Wilkins,2007,2700000.0
Mario Kasun,2007,919551.0
Matt Bonner,2007,2000000.0
Pape Sow,2007,744551.0
Matt Freije,2007,145961.0
Andrew Bogut,2007,4665960.0
Sarunas Jasikevicius,2007,4000000.0
Marvin Williams,2007,4174800.0
Deron Williams,2007,3749040.0
Chris Paul,2007,3380160.0
Raymond Felton,2007,3060840.0
Martell Webster,2007,2780160.0
Arvydas Macijauskas,2007,500000.0
Charlie Villanueva,2007,2537880.0
Fabricio Oberto,2007,2500000.0
Jose Calderon,2007,2333334.0
Channing Frye,2007,2325000.0
Ike Diogu,2007,2137200.0
Andrew Bynum,2007,2030280.0
Yaroslav Korolev,2007,1832280.0
Sean May,2007,1740720.0
Rashad McCants,2007,1653720.0
Antoine Wright,2007,1570920.0
Joey Graham,2007,1492440.0
Danny Granger,2007,1417800.0
Gerald Green,2007,1347000.0
Hakim Warrick,2007,1286280.0
Julius Hodge,2007,1234800.0
Nate Robinson,2007,1185480.0
Jarrett Jack,2007,1137960.0
Sergey Monya,2007,100000.0
Francisco Garcia,2007,1092600.0
Luther Head,2007,1048800.0
Johan Petro,2007,1006800.0
Jason Maxiell,2007,973440.0
Linas Kleiza,2007,945360.0
Wayne Simien,2007,932760.0
David Lee,2007,926040.0
Salim Stoudamire,2007,729000.0
Ha Seung-Jin,2007,744551.0
James Singleton,2007,675000.0
Daniel Ewing,2007,664209.0
Louis Williams,2007,664209.0
Monta Ellis,2007,664209.0
Ryan Gomes,2007,664209.0
Chris Taft,2007,664209.0
Esteban Batista,2007,664209.0
Orien Greene,2007,664209.0
Alan Anderson,2007,102131.0
Kevin Burleson,2007,70000.0
Martynas Andriuskevicius,2007,664209.0
Josh Powell,2007,744551.0
Rawle Marshall,2007,664209.0
Alex Acker,2007,839209.0
Amir Johnson,2007,664209.0
Boniface N'Dong,2007,839209.0
Von Wafer,2007,24300.0
Anthony Roberson,2007,267111.0
Lawrence Roberts,2007,664209.0
Earl Barron,2007,744551.0
Ersan Ilyasova,2007,664209.0
Bracey Wright,2007,664209.0
Dwayne Jones,2007,664209.0
Brandon Bass,2007,664209.0
Jackie Butler,2007,2200000.0
Travis Diener,2007,664209.0
Shavlik Randolph,2007,1000000.0
Dijon Thompson,2007,89101.0
Ronnie Price,2007,664209.0
CJ Miles,2007,664209.0
Robert Whaley,2007,83026.0
Andre Owens,2007,676800.0
Andray Blatche,2007,664209.0
Donell Taylor,2007,664209.0
Stephen Graham,2007,259204.0
John Lucas,2007,700000.0
Andrea Bargnani,2007,4501200.0
Anthony Parker,2007,4150000.0
LaMarcus Aldridge,2007,4027320.0
Jorge Garbajosa,2007,3750000.0
Adam Morrison,2007,3616680.0
Tyrus Thomas,2007,3260760.0
Shelden Williams,2007,2952840.0
Brandon Roy,2007,2681880.0
Randy Foye,2007,2448240.0
Rudy Gay,2007,2242290.0
Patrick O'Bryant,2007,2061720.0
Saer Sene,2007,1958640.0
JJ Redick,2007,1860720.0
Walter Herrmann,2007,1800000.0
Vassilis Spanoulis,2007,1800000.0
Hilton Armstrong,2007,1767600.0
Thabo Sefolosha,2007,1679280.0
Ronnie Brewer,2007,1595400.0
Cedric Simmons,2007,1515480.0
Rodney Carney,2007,1439760.0
Shawne Williams,2007,1367760.0
Quincy Douby,2007,1240920.0
Renaldo Balkman,2007,1191240.0
Rajon Rondo,2007,1143600.0
Marcus Williams,2007,1097880.0
Josh Boone,2007,1053960.0
Kyle Lowry,2007,1011720.0
Shannon Brown,2007,971280.0
Jordan Farmar,2007,939120.0
Sergio Rodriguez,2007,912000.0
Maurice Ager,2007,906480.0
Mardy Collins,2007,899880.0
James White,2007,818153.0
Mickael Gelabale,2007,802000.0
Mile Ilic,2007,800000.0
James Lang,2007,771331.0
Ime Udoka,2007,744551.0
Solomon Jones,2007,675000.0
Chuck Hayes,2007,664209.0
Ronny Turiaf,2007,664209.0
Lynn Greer,2007,664209.0
Paul Millsap,2007,625000.0
Steve Novak,2007,600000.0
Leon Powe,2007,432000.0
Cedric Bozeman,2007,412718.0
Allan Ray,2007,412718.0
Hassan Adams,2007,412718.0
Ryan Hollins,2007,412718.0
Daniel Gibson,2007,412718.0
Pops Mensah-Bonsu,2007,412718.0
Jose Juan Barea,2007,412718.0
Yakhouba Diawara,2007,412718.0
Ivan McFarlin,2007,412718.0
Will Blalock,2007,412718.0
Paul Davis,2007,412718.0
Alexander Johnson,2007,412718.0
Tarence Kinsey,2007,412718.0
Chris Quinn,2007,412718.0
Robert Hite,2007,412718.0
Damir Markota,2007,412718.0
David Noel,2007,412718.0
Craig Smith,2007,412718.0
Marcus Vinicius,2007,412718.0
James Augustine,2007,412718.0
Bobby Jones,2007,412718.0
PJ Tucker,2007,412718.0
Uros Slokar,2007,412718.0
Brian Chase,2007,412718.0
Roger Powell,2007,412718.0
Kelenna Azubuike,2007,301657.0
Desmon Farmer,2007,275404.0
Justin Williams,2007,261724.0
Andre Brown,2007,241591.0
Jeremy Richardson,2007,176161.0
Chris McCray,2007,161061.0
Andreas Glyniadakis,2007,161061.0
Steven Smith,2007,161061.0
Mike Gansey,2007,150000.0
Mike Hall,2007,135895.0
Pat Carroll,2007,110000.0
Jimmie Hunter,2007,100000.0
Paul Miller,2007,100000.0
Jefferson Sobral,2007,75000.0
Daniel Horton,2007,75000.0
Vincent Grier,2007,70000.0
Luke Schenscher,2007,55000.0
Kevin Pittsnogle,2007,50000.0
Will Conroy,2007,35378.0
Renaldo Major,2007,20133.0
Shaquille O'Neal,2008,20000000.0
Kevin Garnett,2008,23750000.0
Alonzo Mourning,2008,2762500.0
Juwan Howard,2008,8094997.0
Rasheed Wallace,2008,12540000.0
Damon Stoudamire,2008,4906438.0
Antonio McDyess,2008,6373900.0
Ray Allen,2008,16000000.0
Antoine Walker,2008,8329640.0
Stephon Marbury,2008,19012500.0
Theo Ratliff,2008,11666666.0
Jason Kidd,2008,19728000.0
Clifford Robinson,2008,500000.0
Steve Nash,2008,11375000.0
Donyell Marshall,2008,6016965.0
Marcus Camby,2008,11250000.0
Jermaine O'Neal,2008,19728000.0
Erick Dampier,2008,10590500.0
Robert Horry,2008,3630000.0
Jerry Stackhouse,2008,6750000.0
Lorenzen Wright,2008,3250000.0
Darrell Armstrong,2008,1219590.0
Brent Barry,2008,5544370.0
Bob Sura,2008,3840000.0
Sam Cassell,2008,6150000.0
Elton Brand,2008,15344000.0
Mike Bibby,2008,13500000.0
Steve Francis,2008,17500000.0
Derek Fisher,2008,10723900.0
Eric Snow,2008,6703125.0
Raef LaFrentz,2008,12440787.0
Baron Davis,2008,16440000.0
David Wesley,2008,250000.0
Antawn Jamison,2008,16360094.0
Lamar Odom,2008,13248596.0
Lindsey Hunter,2008,2250000.0
Malik Rose,2008,7101250.0
Vince Carter,2008,13320000.0
Othella Harrington,2008,2376000.0
Wally Szczerbiak,2008,12775000.0
Jason Williams,2008,8937500.0
Richard Hamilton,2008,10000000.0
Larry Hughes,2008,12000084.0
Andre Miller,2008,9366666.0
Dirk Nowitzki,2008,16360094.0
Shawn Marion,2008,16440000.0
Paul Pierce,2008,16360094.0
Jason Terry,2008,8898000.0
Bonzi Wells,2008,2284200.0
Corey Maggette,2008,7000000.0
Matt Harpring,2008,6000000.0
Metta World Peace,2008,7400000.0
James Posey,2008,3206000.0
Pat Garrity,2008,3818750.0
Ricky Davis,2008,6819000.0
Jeff Foster,2008,5500000.0
Brian Skinner,2008,1108718.0
Kenny Thomas,2008,7875000.0
Devean George,2008,2369111.0
Al Harrington,2008,8425625.0
Rafer Alston,2008,4550000.0
Dikembe Mutombo,2008,1219590.0
Chris Webber,2008,19602173.0
Zydrunas Ilgauskas,2008,10142156.0
Kobe Bryant,2008,19490625.0
Shareef Abdur-Rahim,2008,5800000.0
Allen Iverson,2008,19012500.0
Anfernee Hardaway,2008,320142.0
Grant Hill,2008,1830000.0
Tracy McGrady,2008,19014187.0
Tim Duncan,2008,19014188.0
Keith Van Horn,2008,4300000.0
Eddie Jones,2008,1830000.0
Tim Thomas,2008,5632200.0
Michael Finley,2008,21696750.0
Austin Croshere,2008,1219590.0
Bo Outlaw,2008,160071.0
Brevin Knight,2008,1600000.0
Brad Miller,2008,10500000.0
Ben Wallace,2008,15500000.0
Cuttino Mobley,2008,8350000.0
Rashard Lewis,2008,14880000.0
Scot Pollard,2008,1219590.0
Kurt Thomas,2008,8091188.0
Adonal Foyle,2008,10157090.0
Kenyon Martin,2008,13250000.0
Tony Battie,2008,5200000.0
Stromile Swift,2008,5800000.0
Chucky Atkins,2008,3000000.0
Jerome Williams,2008,7639400.0
Mikki Moore,2008,5356000.0
Darius Miles,2008,8250000.0
Antonio Daniels,2008,5800000.0
Mike Miller,2008,8376194.0
Aaron Williams,2008,1890000.0
Joe Smith,2008,5200000.0
Chauncey Billups,2008,10000000.0
Bobby Jackson,2008,5670000.0
Derek Anderson,2008,1219590.0
Eric Piatkowski,2008,1219590.0
DerMarr Johnson,2008,42203.0
Alvin Williams,2008,4516484.0
Chris Mihm,2008,2500000.0
Aaron McKie,2008,7750000.0
Jamal Crawford,2008,7920000.0
Joel Przybilla,2008,5762575.0
Keyon Dooling,2008,3596000.0
Jacque Vaughn,2008,1219950.0
Predrag Stojakovic,2008,11664000.0
Michael Doleac,2008,3120000.0
Etan Thomas,2008,6373900.0
Anthony Johnson,2008,2860000.0
